,x1,x2
0,0.7402193909324369,0.5864500476973263
1,0.7187120813224208,0.6006270965557279
2,0.15141225273283865,0.1665657425983918
3,0.04999867613926758,0.8611585753390898
4,0.7318589695640257,0.5880813749074776
5,0.7393786076113592,0.6003721670089363
6,0.3769597415630228,0.9315815039633382
7,0.7340825777614527,0.5790617829582388
8,0.14924942043937692,0.16211128322461132
9,0.14762646521021014,0.1529023965776905
10,0.05772535177709995,0.8818225823330752
11,0.7308374589875227,0.5956474472411437
12,0.725987554912217,0.5957415466991038
13,0.36909629160211066,0.9518235323070148
14,0.15945482333812114,0.13836411878257532
15,0.0616975682232836,0.8815565114395949
16,0.35729094052223215,0.9450914311175065
17,0.15925948013638447,0.1521436975320395
18,0.38919660653657806,0.9484565434050508
19,0.07286255261561463,0.8609934435921988
20,0.05736351095239612,0.8762114747538554
21,0.36990594191923787,0.9460570088742136
22,0.3752154008942417,0.9364668245477816
23,0.7259768756891111,0.617181266042126
24,0.05895408285058117,0.8631860722702765
25,0.15933127475647216,0.16574997160742624
26,0.0616999724186758,0.8597249482288839
27,0.14495529070237623,0.14403245409539595
28,0.3903322470024364,0.9583886537014452
29,0.03188616112730201,0.8743951708186875
30,0.36545987809215036,0.9365912693965632
31,0.16632863566739603,0.16530732152736463
32,0.059001219933554484,0.8463004566289263
33,0.7204840060371821,0.6024154643804933
34,0.1641438986663785,0.16955692062191088
35,0.7172087219077308,0.5914600421130896
36,0.05588689328982434,0.8697472714900526
37,0.15122689806398362,0.15413793056956449
38,0.36441180764401826,0.9538567797358689
39,0.36984537498801295,0.9561399068457758
